epoch,accuracy,loss,val_accuracy,val_loss
0,0.410976380109787,1.52482008934021,0.5153061151504517,1.5052603483200073
1,0.49872368574142456,1.2034090757369995,0.5216836929321289,1.2070199251174927
2,0.5140395760536194,1.1571012735366821,0.5382652878761292,1.1292974948883057
3,0.5255264639854431,1.1123383045196533,0.5561224222183228,1.0979292392730713
4,0.5255264639854431,1.0940049886703491,0.5522959232330322,1.0775595903396606
5,0.5357370972633362,1.072557806968689,0.5522959232330322,1.0768364667892456
6,0.5252074003219604,1.0806993246078491,0.5522959232330322,1.0678379535675049
7,0.5328653454780579,1.065456509590149,0.5573979616165161,1.0707744359970093
8,0.5488194227218628,1.05348801612854,0.5561224222183228,1.058266520500183
9,0.544671356678009,1.0438820123672485,0.5561224222183228,1.0606074333190918
10,0.5440331697463989,1.049452781677246,0.5561224222183228,1.0549625158309937
11,0.5485002994537354,1.0404528379440308,0.5484693646430969,1.046175479888916
12,0.5465858578681946,1.0402132272720337,0.5586734414100647,1.0469250679016113
13,0.568602442741394,1.0249824523925781,0.545918345451355,1.0471960306167603
14,0.5516911149024963,1.012012004852295,0.5612244606018066,1.0320978164672852
15,0.5603063106536865,1.014896273612976,0.5637755393981934,1.0410598516464233
16,0.5657306909561157,1.0174118280410767,0.5586734414100647,1.0373904705047607
17,0.5574345588684082,1.009034514427185,0.5650510191917419,1.0333422422409058
18,0.5804083943367004,1.0155408382415771,0.5497449040412903,1.0437531471252441
19,0.5813656449317932,0.9924903512001038,0.5561224222183228,1.0354156494140625
20,0.5644543766975403,1.0061815977096558,0.5663265585899353,1.033730387687683
21,0.5558391809463501,1.015093207359314,0.5637755393981934,1.032618761062622
22,0.5721123218536377,0.9990186095237732,0.5688775777816772,1.0288288593292236
23,0.5657306909561157,0.9789206981658936,0.5663265585899353,1.0358822345733643
24,0.5705168843269348,0.9904767274856567,0.5535714030265808,1.0212512016296387
25,0.5698787569999695,0.991073727607727,0.5727040767669678,1.034702181816101
26,0.5724313855171204,0.9842121601104736,0.5522959232330322,1.0390255451202393
27,0.5781748294830322,0.9874269962310791,0.5637755393981934,1.025536060333252
28,0.561582624912262,0.9992977380752563,0.5650510191917419,1.0294190645217896
29,0.5695596933364868,0.9767867922782898,0.5561224222183228,1.027756929397583
30,0.5893427133560181,0.9782895445823669,0.5625,1.0350593328475952
31,0.5765794515609741,0.9637889266014099,0.5522959232330322,1.0294923782348633
32,0.585513710975647,0.9702919125556946,0.5561224222183228,1.0122926235198975
33,0.5800893306732178,0.9668681025505066,0.5650510191917419,1.0283509492874146
34,0.585513710975647,0.9700420498847961,0.5688775777816772,1.019328236579895
35,0.5922144055366516,0.9441876411437988,0.5586734414100647,1.0423640012741089
36,0.5768985152244568,0.9681733846664429,0.5612244606018066,1.0430169105529785
37,0.5765794515609741,0.9666699171066284,0.5586734414100647,1.0064116716384888
38,0.5931716561317444,0.947176456451416,0.5701530575752258,1.0244667530059814
39,0.596681535243988,0.962810754776001,0.5688775777816772,1.016715168952942
40,0.5944479703903198,0.9516119956970215,0.5586734414100647,1.030348300933838
41,0.593490719795227,0.9468971490859985,0.5586734414100647,1.0116342306137085
42,0.6033822298049927,0.9406771063804626,0.5573979616165161,1.0085119009017944
43,0.5842373967170715,0.9496707320213318,0.5650510191917419,1.0196081399917603
44,0.5883854627609253,0.9414887428283691,0.5586734414100647,1.012927770614624
45,0.591895341873169,0.9511309266090393,0.5637755393981934,1.0086424350738525
46,0.6113592982292175,0.9165541529655457,0.5637755393981934,1.007161021232605
47,0.6078494191169739,0.9250119924545288,0.5625,1.014784336090088
