epoch,accuracy,loss,val_accuracy,val_loss
0,0.39725589752197266,1.5422464609146118,0.4681122303009033,1.4765081405639648
1,0.4859604239463806,1.2626413106918335,0.5216836929321289,1.2531343698501587
2,0.5019145011901855,1.180702805519104,0.5408163070678711,1.1619465351104736
3,0.5248883366584778,1.1467058658599854,0.545918345451355,1.109682321548462
4,0.527121901512146,1.1109884977340698,0.5255101919174194,1.085537314414978
5,0.5191448330879211,1.0960389375686646,0.5395408272743225,1.0763126611709595
6,0.5287172794342041,1.0823948383331299,0.5522959232330322,1.0587599277496338
7,0.5290364027023315,1.073918342590332,0.5420918464660645,1.0683412551879883
8,0.5389279127120972,1.0669621229171753,0.5420918464660645,1.0544301271438599
9,0.5274409651756287,1.0652724504470825,0.5293367505073547,1.0472038984298706
10,0.5386087894439697,1.049230694770813,0.5497449040412903,1.0465071201324463
11,0.5469049215316772,1.0542787313461304,0.5612244606018066,1.0434763431549072
12,0.5443522930145264,1.037100911140442,0.543367326259613,1.0460493564605713
13,0.5529674291610718,1.0369656085968018,0.5548469424247742,1.0461498498916626
14,0.5507338643074036,1.0379269123077393,0.5663265585899353,1.0428760051727295
15,0.5449904203414917,1.0161484479904175,0.5471938848495483,1.035331130027771
16,0.5606253743171692,1.0175731182098389,0.5612244606018066,1.0341061353683472
17,0.5587109327316284,1.0111393928527832,0.5535714030265808,1.0340392589569092
18,0.5593490600585938,1.0176225900650024,0.5714285969734192,1.045972466468811
19,0.5708360075950623,1.003030776977539,0.5637755393981934,1.0396111011505127
20,0.5599872469902039,1.0024192333221436,0.5548469424247742,1.022261381149292
21,0.5724313855171204,0.9948204755783081,0.5586734414100647,1.0281989574432373
22,0.5644543766975403,1.0101758241653442,0.5739796161651611,1.03153395652771
23,0.5654116272926331,0.9848179221153259,0.5714285969734192,1.0333456993103027
24,0.5689215064048767,0.9915278553962708,0.5727040767669678,1.0370495319366455
25,0.564773440361023,0.9868303537368774,0.5625,1.0306446552276611
26,0.5567964315414429,0.9879132509231567,0.5612244606018066,1.0203605890274048
27,0.5826420187950134,0.981995701789856,0.5612244606018066,1.0209089517593384
28,0.5778557658195496,0.995665431022644,0.5676020383834839,1.0287365913391113
29,0.5679642558097839,0.9746193289756775,0.5650510191917419,1.025353193283081
30,0.5705168843269348,0.9741213917732239,0.5688775777816772,1.0179765224456787
31,0.5899808406829834,0.9658560156822205,0.5535714030265808,1.027921199798584
32,0.5753031373023987,0.9725088477134705,0.5778061151504517,1.0126396417617798
33,0.5912571549415588,0.9612131118774414,0.5714285969734192,1.0196973085403442
34,0.5810465812683105,0.963373601436615,0.5688775777816772,1.0313119888305664
35,0.5772176384925842,0.9596787095069885,0.5586734414100647,1.0260722637176514
36,0.588704526424408,0.9473234415054321,0.5446428656578064,1.0243072509765625
37,0.5832801461219788,0.9578822255134583,0.5484693646430969,1.0383135080337524
38,0.5915762782096863,0.9532533288002014,0.5612244606018066,1.0336841344833374
39,0.593490719795227,0.9454383850097656,0.5510203838348389,1.037128210067749
40,0.5810465812683105,0.9458600878715515,0.5586734414100647,1.0384094715118408
41,0.5979579091072083,0.939516007900238,0.5650510191917419,1.021809458732605
42,0.5890235900878906,0.9447887539863586,0.5663265585899353,1.0252882242202759
